"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"
溫暖的一句話	따뜻한 말 한마디	SBS	16	2014-01-28	7.9%
溫暖的一句話	따뜻한 말 한마디	SBS	17	2014-02-03	7.4%
溫暖的一句話	따뜻한 말 한마디	SBS	18	2014-02-04	9.3%
溫暖的一句話	따뜻한 말 한마디	SBS	-	2014-02-10	▌▌
溫暖的一句話	따뜻한 말 한마디	SBS	-	2014-02-11	▌▌
溫暖的一句話	따뜻한 말 한마디	SBS	19	2014-02-17	7.7%
溫暖的一句話	따뜻한 말 한마디	SBS	-	2014-02-18	▌▌
溫暖的一句話	따뜻한 말 한마디	SBS	NA	2014-02-24	*.*
總理與我	총리와 나	KBS2	1	2013-12-09	5.4%
總理與我	총리와 나	KBS2	2	2013-12-10	5.0%
總理與我	총리와 나	KBS2	3	2013-12-16	5.5%
總理與我	총리와 나	KBS2	4	2013-12-17	5.8%
總理與我	총리와 나	KBS2	5	2013-12-23	6.0%
總理與我	총리와 나	KBS2	6	2013-12-24	5.5%
總理與我	총리와 나	KBS2	7	2013-12-30	8.0%
總理與我	총리와 나	KBS2	-	2013-12-31	▌▌
總理與我	총리와 나	KBS2	8	2014-01-06	6.0%
總理與我	총리와 나	KBS2	9	2014-01-07	7.3%
總理與我	총리와 나	KBS2	10	2014-01-13	6.7%
總理與我	총리와 나	KBS2	11	2014-01-14	6.6%
總理與我	총리와 나	KBS2	12	2014-01-20	6.2%
總理與我	총리와 나	KBS2	13	2014-01-21	5.5%
總理與我	총리와 나	KBS2	14	2014-01-27	5.8%
總理與我	총리와 나	KBS2	15	2014-01-28	6.4%
總理與我	총리와 나	KBS2	16	2014-02-03	5.7%
總理與我	총리와 나	KBS2	17	2014-02-04	5.9%
來自星星的你	별에서 온 그대	SBS	1	2013-12-18	15.5%
來自星星的你	별에서 온 그대	SBS	2	2013-12-19	15.9%
來自星星的你	별에서 온 그대	SBS	3	2013-12-25	17.2%
來自星星的你	별에서 온 그대	SBS	4	2013-12-26	18.4%
來自星星的你	별에서 온 그대	SBS	5	2014-01-01	21.0%
來自星星的你	별에서 온 그대	SBS	6	2014-01-02	22.8%
來自星星的你	별에서 온 그대	SBS	7	2014-01-08	22.1%
來自星星的你	별에서 온 그대	SBS	8	2014-01-09	22.9%
來自星星的你	별에서 온 그대	SBS	9	2014-01-15	21.8%
來自星星的你	별에서 온 그대	SBS	10	2014-01-16	22.7%
來自星星的你	별에서 온 그대	SBS	11	2014-01-22	23.3%
來自星星的你	별에서 온 그대	SBS	12	2014-01-23	24.6%
來自星星的你	별에서 온 그대	SBS	13	2014-01-29	24.3%
來自星星的你	별에서 온 그대	SBS	-	2014-01-30	▌▌
來自星星的你	별에서 온 그대	SBS	14	2014-02-05	25.1%
來自星星的你	별에서 온 그대	SBS	15	2014-02-06	24.5%
來自星星的你	별에서 온 그대	SBS	16	2014-02-12	23.3%
來自星星的你	별에서 온 그대	SBS	17	2014-02-13	25.6%
來自星星的你	별에서 온 그대	SBS	18	2014-02-19	25.9%
來自星星的你	별에서 온 그대	SBS	19	2014-02-20	26.0%
來自星星的你	별에서 온 그대	SBS	20	2014-02-26	24.5%
來自星星的你	별에서 온 그대	SBS	21	2014-02-27	28.1%
來自星星的你	별에서 온 그대	SBS	1	2013-12-18	15.5%
來自星星的你	별에서 온 그대	SBS	2	2013-12-19	15.9%
來自星星的你	별에서 온 그대	SBS	3	2013-12-25	17.2%
來自星星的你	별에서 온 그대	SBS	4	2013-12-26	18.4%
來自星星的你	별에서 온 그대	SBS	5	2014-01-01	21.0%
來自星星的你	별에서 온 그대	SBS	6	2014-01-02	22.8%
來自星星的你	별에서 온 그대	SBS	7	2014-01-08	22.1%
來自星星的你	별에서 온 그대	SBS	8	2014-01-09	22.9%
來自星星的你	별에서 온 그대	SBS	9	2014-01-15	21.8%
來自星星的你	별에서 온 그대	SBS	10	2014-01-16	22.7%
來自星星的你	별에서 온 그대	SBS	11	2014-01-22	23.3%
來自星星的你	별에서 온 그대	SBS	12	2014-01-23	24.6%
來自星星的你	별에서 온 그대	SBS	13	2014-01-29	24.3%
來自星星的你	별에서 온 그대	SBS	-	2014-01-30	▌▌
來自星星的你	별에서 온 그대	SBS	14	2014-02-05	25.1%
來自星星的你	별에서 온 그대	SBS	15	2014-02-06	24.5%
來自星星的你	별에서 온 그대	SBS	16	2014-02-12	23.3%
來自星星的你	별에서 온 그대	SBS	17	2014-02-13	25.6%
來自星星的你	별에서 온 그대	SBS	18	2014-02-19	25.9%
來自星星的你	별에서 온 그대	SBS	19	2014-02-20	26.0%
來自星星的你	별에서 온 그대	SBS	20	2014-02-26	24.5%
來自星星的你	별에서 온 그대	SBS	21	2014-02-27	28.1%
來自星星的你	별에서 온 그대	SBS	1	2013-12-18	15.5%
來自星星的你	별에서 온 그대	SBS	2	2013-12-19	15.9%
來自星星的你	별에서 온 그대	SBS	3	2013-12-25	17.2%
來自星星的你	별에서 온 그대	SBS	4	2013-12-26	18.4%
來自星星的你	별에서 온 그대	SBS	5	2014-01-01	21.0%
來自星星的你	별에서 온 그대	SBS	6	2014-01-02	22.8%
來自星星的你	별에서 온 그대	SBS	7	2014-01-08	22.1%
來自星星的你	별에서 온 그대	SBS	8	2014-01-09	22.9%
來自星星的你	별에서 온 그대	SBS	9	2014-01-15	21.8%
來自星星的你	별에서 온 그대	SBS	10	2014-01-16	22.7%
來自星星的你	별에서 온 그대	SBS	11	2014-01-22	23.3%
來自星星的你	별에서 온 그대	SBS	12	2014-01-23	24.6%
來自星星的你	별에서 온 그대	SBS	13	2014-01-29	24.3%
來自星星的你	별에서 온 그대	SBS	-	2014-01-30	▌▌
來自星星的你	별에서 온 그대	SBS	14	2014-02-05	25.1%
來自星星的你	별에서 온 그대	SBS	15	2014-02-06	24.5%
來自星星的你	별에서 온 그대	SBS	16	2014-02-12	23.3%
來自星星的你	별에서 온 그대	SBS	17	2014-02-13	25.6%
來自星星的你	별에서 온 그대	SBS	18	2014-02-19	25.9%
來自星星的你	별에서 온 그대	SBS	19	2014-02-20	26.0%
來自星星的你	별에서 온 그대	SBS	20	2014-02-26	24.5%
來自星星的你	별에서 온 그대	SBS	21	2014-02-27	28.1%
韓國小姐	미스코리아	MBC	1	2013-12-18	7.6%
韓國小姐	미스코리아	MBC	2	2013-12-19	7.1%
韓國小姐	미스코리아	MBC	3	2013-12-25	8.2%
韓國小姐	미스코리아	MBC	4	2013-12-26	8.1%
韓國小姐	미스코리아	MBC	5	2014-01-01	8.1%
韓國小姐	미스코리아	MBC	6	2014-01-02	8.3%
韓國小姐	미스코리아	MBC	7	2014-01-08	6.7%
韓國小姐	미스코리아	MBC	8	2014-01-09	8.5%
韓國小姐	미스코리아	MBC	9	2014-01-15	6.8%
韓國小姐	미스코리아	MBC	10	2014-01-16	7.9%
韓國小姐	미스코리아	MBC	11	2014-01-22	7.3%
韓國小姐	미스코리아	MBC	12	2014-01-23	8.6%
韓國小姐	미스코리아	MBC	13	2014-01-29	5.6%
韓國小姐	미스코리아	MBC	14	2014-01-30	8.9%
韓國小姐	미스코리아	MBC	15	2014-02-05	6.4%
韓國小姐	미스코리아	MBC	16	2014-02-06	7.5%
韓國小姐	미스코리아	MBC	-	2014-02-12	▌▌
韓國小姐	미스코리아	MBC	17	2014-02-13	5.7%
韓國小姐	미스코리아	MBC	18	2014-02-19	*.*
韓國小姐	미스코리아	MBC	19	2014-02-20	*.*
韓國小姐	미스코리아	MBC	20	2014-02-26	*.*
美男子	예쁜남자	KBS2	1	2013-11-20	4.3%
美男子	예쁜남자	KBS2	2	2013-11-21	4.8%
美男子	예쁜남자	KBS2	3	2013-11-27	4.5%
美男子	예쁜남자	KBS2	4	2013-11-28	3.7%
美男子	예쁜남자	KBS2	5	2013-12-04	2.9%
美男子	예쁜남자	KBS2	6	2013-12-05	3.2%
美男子	예쁜남자	KBS2	7	2013-12-11	2.8%
美男子	예쁜남자	KBS2	8	2013-12-12	2.6%
美男子	예쁜남자	KBS2	9	2013-12-18	3.0%
美男子	예쁜남자	KBS2	10	2013-12-19	2.8%
美男子	예쁜남자	KBS2	11	2013-12-25	3.2%
美男子	예쁜남자	KBS2	12	2013-12-26	2.6%
美男子	예쁜남자	KBS2	13	2014-01-01	4.0%
美男子	예쁜남자	KBS2	14	2014-01-02	3.3%
美男子	예쁜남자	KBS2	15	2014-01-08	3.0%
美男子	예쁜남자	KBS2	16	2014-01-09	2.3%
熱戀	열애	SBS	1	2013-09-28	6.0%
熱戀	열애	SBS	2	2013-09-29	5.9%
熱戀	열애	SBS	3	2013-10-05	6.0%
熱戀	열애	SBS	4	2013-10-06	6.8%
熱戀	열애	SBS	5	2013-10-12	8.3%
熱戀	열애	SBS	6	2013-10-13	7.4%
熱戀	열애	SBS	7	2013-10-19	6.2%
熱戀	열애	SBS	8	2013-10-20	6.4%
熱戀	열애	SBS	9	2013-10-26	6.4%
熱戀	열애	SBS	10	2013-10-27	7.8%
熱戀	열애	SBS	11	2013-11-02	8.7%
熱戀	열애	SBS	12	2013-11-02	8.7%
熱戀	열애	SBS	-	2013-11-03	▌▌
熱戀	열애	SBS	13	2013-11-09	7.1%
熱戀	열애	SBS	14	2013-11-10	6.5%
熱戀	열애	SBS	15	2013-11-16	5.4%
熱戀	열애	SBS	16	2013-11-17	6.5%
熱戀	열애	SBS	17	2013-11-23	5.9%
熱戀	열애	SBS	18	2013-11-24	6.5%
熱戀	열애	SBS	19	2013-11-30	5.7%
熱戀	열애	SBS	20	2013-12-01	6.7%
熱戀	열애	SBS	21	2013-12-07	6.4%
熱戀	열애	SBS	22	2013-12-08	5.7%
熱戀	열애	SBS	23	2013-12-14	6.0%
熱戀	열애	SBS	24	2013-12-15	7.1%
熱戀	열애	SBS	25	2013-12-21	5.2%
熱戀	열애	SBS	26	2013-12-22	6.8%
熱戀	열애	SBS	27	2013-12-28	6.6%
熱戀	열애	SBS	-	2013-12-29	▌▌
熱戀	열애	SBS	28	2014-01-04	6.9%
熱戀	열애	SBS	29	2014-01-05	6.5%
熱戀	열애	SBS	30	2014-01-11	7.1%
熱戀	열애	SBS	31	2014-01-12	6.1%
熱戀	열애	SBS	32	2014-01-18	7.8%
熱戀	열애	SBS	33	2014-01-19	*.*
熱戀	열애	SBS	34	2014-01-25	8.0%
熱戀	열애	SBS	35	2014-01-26	7.8%
熱戀	열애	SBS	-	2014-02-01	▌▌
熱戀	열애	SBS	-	2014-02-02	▌▌
熱戀	열애	SBS	-	2014-02-08	▌▌
熱戀	열애	SBS	36	2014-02-09	*.*
熱戀	열애	SBS	-	2014-02-15	▌▌
熱戀	열애	SBS	37	2014-02-16	8.2%
熱戀	열애	SBS	38	2014-02-22	8.2%
熱戀	열애	SBS	39	2014-02-23	8.3%
熱戀	열애	SBS	40	2014-03-01	8.3%
熱戀	열애	SBS	41	2014-03-02	7.8%
熱戀	열애	SBS	42	2014-03-08	7.1%
熱戀	열애	SBS	43	2014-03-09	*.*
熱戀	열애	SBS	44	2014-03-15	7.3%
熱戀	열애	SBS	45	2014-03-16	*.*
熱戀	열애	SBS	46	2014-03-22	7.5%
熱戀	열애	SBS	47	2014-03-23	7.7%
愛能給別人嗎	사랑해서 남주나	MBC	1	2013-09-28	11.7%
愛能給別人嗎	사랑해서 남주나	MBC	2	2013-09-29	12.4%
愛能給別人嗎	사랑해서 남주나	MBC	3	2013-10-05	9.5%
愛能給別人嗎	사랑해서 남주나	MBC	4	2013-10-06	9.9%
愛能給別人嗎	사랑해서 남주나	MBC	-	2013-10-12	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	5	2013-10-13	10.2%
愛能給別人嗎	사랑해서 남주나	MBC	6	2013-10-19	10.2%
愛能給別人嗎	사랑해서 남주나	MBC	7	2013-10-20	9.7%
愛能給別人嗎	사랑해서 남주나	MBC	8	2013-10-26	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	9	2013-10-27	10.7%
愛能給別人嗎	사랑해서 남주나	MBC	10	2013-11-02	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	11	2013-11-03	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	12	2013-11-09	8.7%
愛能給別人嗎	사랑해서 남주나	MBC	13	2013-11-10	9.8%
愛能給別人嗎	사랑해서 남주나	MBC	14	2013-11-16	9.5%
愛能給別人嗎	사랑해서 남주나	MBC	15	2013-11-17	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	16	2013-11-23	8.9%
愛能給別人嗎	사랑해서 남주나	MBC	17	2013-11-24	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	18	2013-11-30	10.3%
愛能給別人嗎	사랑해서 남주나	MBC	19	2013-12-01	11.6%
愛能給別人嗎	사랑해서 남주나	MBC	20	2013-12-07	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	21	2013-12-08	11.9%
愛能給別人嗎	사랑해서 남주나	MBC	22	2013-12-14	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	23	2013-12-15	10.9%
愛能給別人嗎	사랑해서 남주나	MBC	24	2013-12-21	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	25	2013-12-22	11.0%
愛能給別人嗎	사랑해서 남주나	MBC	26	2013-12-28	9.8%
愛能給別人嗎	사랑해서 남주나	MBC	-	2013-12-29	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	27	2014-01-04	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	28	2014-01-05	10.4%
愛能給別人嗎	사랑해서 남주나	MBC	29	2014-01-11	12.1%
愛能給別人嗎	사랑해서 남주나	MBC	30	2014-01-12	11.8%
愛能給別人嗎	사랑해서 남주나	MBC	31	2014-01-18	10.9%
愛能給別人嗎	사랑해서 남주나	MBC	32	2014-01-19	11.9%
愛能給別人嗎	사랑해서 남주나	MBC	33	2014-01-25	12.4%
愛能給別人嗎	사랑해서 남주나	MBC	34	2014-01-26	12.2%
愛能給別人嗎	사랑해서 남주나	MBC	35	2014-02-01	13.9%
愛能給別人嗎	사랑해서 남주나	MBC	36	2014-02-02	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	-	2014-02-08	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	37	2014-02-09	11.3%
愛能給別人嗎	사랑해서 남주나	MBC	-	2014-02-15	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	38	2014-02-16	12.1%
愛能給別人嗎	사랑해서 남주나	MBC	39	2014-02-22	12.3%
愛能給別人嗎	사랑해서 남주나	MBC	40	2014-02-23	13.3%
愛能給別人嗎	사랑해서 남주나	MBC	41	2014-03-01	13.2%
愛能給別人嗎	사랑해서 남주나	MBC	42	2014-03-02	14.6%
愛能給別人嗎	사랑해서 남주나	MBC	43	2014-03-08	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	44	2014-03-09	13.5%
愛能給別人嗎	사랑해서 남주나	MBC	45	2014-03-15	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	46	2014-03-16	13.0%
愛能給別人嗎	사랑해서 남주나	MBC	1	2013-09-28	11.7%
愛能給別人嗎	사랑해서 남주나	MBC	2	2013-09-29	12.4%
愛能給別人嗎	사랑해서 남주나	MBC	3	2013-10-05	9.5%
愛能給別人嗎	사랑해서 남주나	MBC	4	2013-10-06	9.9%
愛能給別人嗎	사랑해서 남주나	MBC	-	2013-10-12	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	5	2013-10-13	10.2%
愛能給別人嗎	사랑해서 남주나	MBC	6	2013-10-19	10.2%
愛能給別人嗎	사랑해서 남주나	MBC	7	2013-10-20	9.7%
愛能給別人嗎	사랑해서 남주나	MBC	8	2013-10-26	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	9	2013-10-27	10.7%
愛能給別人嗎	사랑해서 남주나	MBC	10	2013-11-02	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	11	2013-11-03	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	12	2013-11-09	8.7%
愛能給別人嗎	사랑해서 남주나	MBC	13	2013-11-10	9.8%
愛能給別人嗎	사랑해서 남주나	MBC	14	2013-11-16	9.5%
愛能給別人嗎	사랑해서 남주나	MBC	15	2013-11-17	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	16	2013-11-23	8.9%
愛能給別人嗎	사랑해서 남주나	MBC	17	2013-11-24	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	18	2013-11-30	10.3%
愛能給別人嗎	사랑해서 남주나	MBC	19	2013-12-01	11.6%
愛能給別人嗎	사랑해서 남주나	MBC	20	2013-12-07	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	21	2013-12-08	11.9%
愛能給別人嗎	사랑해서 남주나	MBC	22	2013-12-14	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	23	2013-12-15	10.9%
愛能給別人嗎	사랑해서 남주나	MBC	24	2013-12-21	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	25	2013-12-22	11.0%
愛能給別人嗎	사랑해서 남주나	MBC	26	2013-12-28	9.8%
愛能給別人嗎	사랑해서 남주나	MBC	-	2013-12-29	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	27	2014-01-04	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	28	2014-01-05	10.4%
愛能給別人嗎	사랑해서 남주나	MBC	29	2014-01-11	12.1%
愛能給別人嗎	사랑해서 남주나	MBC	30	2014-01-12	11.8%
愛能給別人嗎	사랑해서 남주나	MBC	31	2014-01-18	10.9%
愛能給別人嗎	사랑해서 남주나	MBC	32	2014-01-19	11.9%
愛能給別人嗎	사랑해서 남주나	MBC	33	2014-01-25	12.4%
愛能給別人嗎	사랑해서 남주나	MBC	34	2014-01-26	12.2%
愛能給別人嗎	사랑해서 남주나	MBC	35	2014-02-01	13.9%
愛能給別人嗎	사랑해서 남주나	MBC	36	2014-02-02	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	-	2014-02-08	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	37	2014-02-09	11.3%
愛能給別人嗎	사랑해서 남주나	MBC	-	2014-02-15	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	38	2014-02-16	12.1%
愛能給別人嗎	사랑해서 남주나	MBC	39	2014-02-22	12.3%
愛能給別人嗎	사랑해서 남주나	MBC	40	2014-02-23	13.3%
愛能給別人嗎	사랑해서 남주나	MBC	41	2014-03-01	13.2%
愛能給別人嗎	사랑해서 남주나	MBC	42	2014-03-02	14.6%
愛能給別人嗎	사랑해서 남주나	MBC	43	2014-03-08	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	44	2014-03-09	13.5%
愛能給別人嗎	사랑해서 남주나	MBC	45	2014-03-15	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	46	2014-03-16	13.0%
愛能給別人嗎	사랑해서 남주나	MBC	1	2013-09-28	11.7%
愛能給別人嗎	사랑해서 남주나	MBC	2	2013-09-29	12.4%
愛能給別人嗎	사랑해서 남주나	MBC	3	2013-10-05	9.5%
愛能給別人嗎	사랑해서 남주나	MBC	4	2013-10-06	9.9%
愛能給別人嗎	사랑해서 남주나	MBC	-	2013-10-12	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	5	2013-10-13	10.2%
愛能給別人嗎	사랑해서 남주나	MBC	6	2013-10-19	10.2%
愛能給別人嗎	사랑해서 남주나	MBC	7	2013-10-20	9.7%
愛能給別人嗎	사랑해서 남주나	MBC	8	2013-10-26	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	9	2013-10-27	10.7%
愛能給別人嗎	사랑해서 남주나	MBC	10	2013-11-02	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	11	2013-11-03	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	12	2013-11-09	8.7%
愛能給別人嗎	사랑해서 남주나	MBC	13	2013-11-10	9.8%
愛能給別人嗎	사랑해서 남주나	MBC	14	2013-11-16	9.5%
愛能給別人嗎	사랑해서 남주나	MBC	15	2013-11-17	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	16	2013-11-23	8.9%
愛能給別人嗎	사랑해서 남주나	MBC	17	2013-11-24	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	18	2013-11-30	10.3%
愛能給別人嗎	사랑해서 남주나	MBC	19	2013-12-01	11.6%
愛能給別人嗎	사랑해서 남주나	MBC	20	2013-12-07	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	21	2013-12-08	11.9%
愛能給別人嗎	사랑해서 남주나	MBC	22	2013-12-14	9.6%
愛能給別人嗎	사랑해서 남주나	MBC	23	2013-12-15	10.9%
愛能給別人嗎	사랑해서 남주나	MBC	24	2013-12-21	10.1%
愛能給別人嗎	사랑해서 남주나	MBC	25	2013-12-22	11.0%
愛能給別人嗎	사랑해서 남주나	MBC	26	2013-12-28	9.8%
愛能給別人嗎	사랑해서 남주나	MBC	-	2013-12-29	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	27	2014-01-04	11.1%
愛能給別人嗎	사랑해서 남주나	MBC	28	2014-01-05	10.4%
愛能給別人嗎	사랑해서 남주나	MBC	29	2014-01-11	12.1%
愛能給別人嗎	사랑해서 남주나	MBC	30	2014-01-12	11.8%
愛能給別人嗎	사랑해서 남주나	MBC	31	2014-01-18	10.9%
愛能給別人嗎	사랑해서 남주나	MBC	32	2014-01-19	11.9%
愛能給別人嗎	사랑해서 남주나	MBC	33	2014-01-25	12.4%
愛能給別人嗎	사랑해서 남주나	MBC	34	2014-01-26	12.2%
愛能給別人嗎	사랑해서 남주나	MBC	35	2014-02-01	13.9%
愛能給別人嗎	사랑해서 남주나	MBC	36	2014-02-02	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	-	2014-02-08	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	37	2014-02-09	11.3%
愛能給別人嗎	사랑해서 남주나	MBC	-	2014-02-15	▌▌
愛能給別人嗎	사랑해서 남주나	MBC	38	2014-02-16	12.1%
愛能給別人嗎	사랑해서 남주나	MBC	39	2014-02-22	12.3%
愛能給別人嗎	사랑해서 남주나	MBC	40	2014-02-23	13.3%
愛能給別人嗎	사랑해서 남주나	MBC	41	2014-03-01	13.2%
愛能給別人嗎	사랑해서 남주나	MBC	42	2014-03-02	14.6%
愛能給別人嗎	사랑해서 남주나	MBC	43	2014-03-08	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	44	2014-03-09	13.5%
愛能給別人嗎	사랑해서 남주나	MBC	45	2014-03-15	12.9%
愛能給別人嗎	사랑해서 남주나	MBC	46	2014-03-16	13.0%
奇妙一家人	왕가네 식구들	KBS2	1	2013-08-31	20.2%
奇妙一家人	왕가네 식구들	KBS2	2	2013-09-01	21.9%
奇妙一家人	왕가네 식구들	KBS2	3	2013-09-07	21.5%
奇妙一家人	왕가네 식구들	KBS2	4	2013-09-08	23.6%
奇妙一家人	왕가네 식구들	KBS2	5	2013-09-14	21.8%
奇妙一家人	왕가네 식구들	KBS2	6	2013-09-15	24.8%
奇妙一家人	왕가네 식구들	KBS2	7	2013-09-21	23.1%
奇妙一家人	왕가네 식구들	KBS2	8	2013-09-22	24.6%
奇妙一家人	왕가네 식구들	KBS2	9	2013-09-28	26.4%
奇妙一家人	왕가네 식구들	KBS2	10	2013-09-29	28.3%
奇妙一家人	왕가네 식구들	KBS2	11	2013-10-05	25.0%
奇妙一家人	왕가네 식구들	KBS2	12	2013-10-06	27.6%
奇妙一家人	왕가네 식구들	KBS2	13	2013-10-12	23.6%
奇妙一家人	왕가네 식구들	KBS2	14	2013-10-13	29.1%
奇妙一家人	왕가네 식구들	KBS2	15	2013-10-19	27.0%
奇妙一家人	왕가네 식구들	KBS2	16	2013-10-20	29.7%
奇妙一家人	왕가네 식구들	KBS2	17	2013-10-26	27.9%
奇妙一家人	왕가네 식구들	KBS2	18	2013-10-27	30.7%
奇妙一家人	왕가네 식구들	KBS2	19	2013-11-02	28.3%
奇妙一家人	왕가네 식구들	KBS2	20	2013-11-03	30.4%
奇妙一家人	왕가네 식구들	KBS2	21	2013-11-09	28.3%
奇妙一家人	왕가네 식구들	KBS2	22	2013-11-10	32.5%
奇妙一家人	왕가네 식구들	KBS2	23	2013-11-16	27.2%
奇妙一家人	왕가네 식구들	KBS2	24	2013-11-17	32.2%
奇妙一家人	왕가네 식구들	KBS2	25	2013-11-23	29.7%
奇妙一家人	왕가네 식구들	KBS2	26	2013-11-24	33.7%
奇妙一家人	왕가네 식구들	KBS2	27	2013-11-30	32.0%
奇妙一家人	왕가네 식구들	KBS2	28	2013-12-01	34.8%
奇妙一家人	왕가네 식구들	KBS2	29	2013-12-07	32.1%
奇妙一家人	왕가네 식구들	KBS2	30	2013-12-08	36.1%
奇妙一家人	왕가네 식구들	KBS2	31	2013-12-14	33.3%
奇妙一家人	왕가네 식구들	KBS2	32	2013-12-15	37.6%
奇妙一家人	왕가네 식구들	KBS2	33	2013-12-21	32.7%
奇妙一家人	왕가네 식구들	KBS2	34	2013-12-22	38.1%
